Date,Equity
2009-03-02,194872.9141734528
2009-03-03,196941.26166311605
2009-03-04,201143.13409609775
2009-03-05,201101.1515959316
2009-03-06,202795.18452469178
2009-03-09,204457.57657920755
2009-03-10,209316.91468963688
2009-03-11,206882.60337970173
2009-03-12,206870.45020193027
2009-03-13,210495.420558545
2009-03-16,213568.6965265807
2009-03-17,214899.4219048463
2009-03-18,215176.3889667725
2009-03-19,212874.0142630744
2009-03-20,208441.71590548885
2009-03-23,217456.65350112447
2009-03-24,221306.00247598768
2009-03-25,229183.96342645734
2009-03-26,232525.41306674373
2009-03-27,229933.13601657076
2009-03-30,220426.80894284204
2009-03-31,221026.8555569777
2009-04-02,231516.7250167166
2009-04-03,233532.8179452029
2009-04-06,234340.44467599818
2009-04-07,235220.9719836809
2009-04-08,231011.76214075548
2009-04-09,241706.56584735325
2009-04-10,244000.06894591206
2009-04-13,244667.6415028198
2009-04-14,247466.9688459904
2009-04-15,248667.1154932177
2009-04-16,253206.0417959931
2009-04-17,244326.5588880065
2009-04-20,237974.4207458866
2009-04-21,243375.06611846958
2009-04-22,250424.654819132
2009-04-23,249530.28177497198
2009-04-24,248811.96511531464
2009-04-27,236530.14890568712
2009-04-28,226009.79844144252
2009-04-29,224859.92228694924
2009-04-30,236751.69750531705
2009-05-04,247739.61670705202
2009-05-05,249166.60173321274
2009-05-06,259704.6162614903
2009-05-07,258672.09115721594
2009-05-08,260587.22436121877
2009-05-11,263806.97581334313
2009-05-12,256351.30425270298
2009-05-13,258054.90555870964
2009-05-14,256184.3413582952
2009-05-15,265984.50274548586
2009-05-18,268510.96991249797
2009-05-19,269580.2534844619
2009-05-20,270699.892823324
2009-05-21,275400.3497355889
2009-05-22,278174.75569937733
2009-05-25,276593.91589429014
2009-05-26,270369.6675294621
2009-05-27,278071.67280465056
2009-06-01,280585.60341909574
2009-06-02,282176.5780516493
2009-06-03,279204.1405085987
2009-06-04,275860.2777456214
2009-06-05,273162.330131894
2009-06-08,263724.67590863386
2009-06-09,249851.01021386753
2009-06-10,250635.10773877235
2009-06-11,255253.68283041098
2009-06-12,250070.98672189674
2009-06-15,241554.22326235162
2009-06-16,241606.5136972104
2009-06-17,243857.34020018866
2009-06-18,241085.23044466408
2009-06-19,244002.3617454764
2009-06-22,246251.25796428096
2009-06-23,243690.38720817678
2009-06-24,246778.47670878316
2009-06-25,247471.15780959855
2009-06-26,247473.9621319795
2009-06-29,245905.5617786561
2009-06-30,244653.088173289
2009-07-01,248180.78580562223
2009-07-02,249379.53953919702
2009-07-03,253755.960896789
2009-07-06,255910.34740501366
2009-07-07,256268.30754439894
2009-07-08,253836.27702976222
2009-07-09,254169.8178027618
2009-07-10,254043.5394668847
2009-07-13,239714.2711815615
2009-07-14,244471.54566883566
2009-07-15,250343.35763302702
2009-07-16,252128.98055459978
2009-07-17,254287.40689590355
2009-07-20,255564.18537067072
2009-07-21,259138.24557773324
2009-07-22,259110.7764625877
2009-07-23,259450.5924263263
2009-07-24,261123.07666364993
2009-07-27,264942.1061684871
2009-07-28,269722.5413100002
2009-07-29,267538.6987960421
2009-07-30,262852.1780729126
2009-07-31,264577.80648062157
2009-08-03,259892.06025421483
2009-08-04,253183.94864443893
2009-08-05,248615.07345115795
2009-08-06,249982.7021968222
2009-08-07,250178.75807862243
2009-08-10,255281.0440624906
2009-08-11,257187.98965375504
2009-08-12,255746.64818047147
2009-08-13,260281.50419600075
2009-08-14,264064.05749686726
2009-08-17,258546.64842047426
2009-08-18,251444.55779343745
2009-08-19,250515.23201741657
2009-08-20,247729.56621277967
2009-08-21,248176.98996338015
2009-08-24,252735.24855095524
2009-08-25,254212.45189632455
2009-08-26,252555.00975733667
2009-08-27,250832.87280090063
2009-08-28,254589.08929679048
2009-08-31,257281.20036852075
2009-09-01,262598.4243394269
2009-09-02,264719.7313608275
2009-09-03,267202.7268079604
2009-09-04,269409.0228638481
2009-09-07,270978.73821987887
2009-09-08,271530.0995349645
2009-09-09,266099.95453931653
2009-09-10,266473.3767988475
2009-09-11,268796.06188900594
2009-09-14,268257.9762269671
2009-09-15,271753.8637679922
2009-09-16,274783.33494925185
2009-09-17,273391.3960495754
2009-09-18,277078.7513269416
2009-09-21,278384.7371774925
2009-09-22,275813.88264116156
2009-09-23,266438.7844364071
2009-09-24,267251.22517192806
2009-09-25,266737.2341841846
2009-09-28,262785.56586204766
2009-09-29,266317.0071371789
2009-09-30,272819.07150616706
2009-10-01,273454.9958055788
2009-10-02,272469.41489083535
2009-10-05,274073.64439247514
2009-10-06,277269.0483665263
2009-10-07,281170.8223216094
2009-10-08,275252.2757458028
2009-10-09,278385.27720167197
2009-10-12,278661.8149036586
2009-10-13,276376.47743106383
2009-10-14,281318.2115581978
2009-10-15,282642.09493846836
2009-10-16,285418.02242424083
2009-10-19,288712.2351044208
2009-10-20,286268.2644304385
2009-10-21,283154.8724604621
