Date,Equity
2019-10-01,201121.60237009678
2019-10-02,202562.64163388466
2019-10-03,201668.26069868373
2019-10-04,203682.93695643375
2019-10-07,205654.49676756022
2019-10-08,206895.5637454384
2019-10-09,205686.40696088443
2019-10-14,210201.2858089295
2019-10-15,210579.3288217606
2019-10-16,210662.72665649082
2019-10-17,210532.00196123615
2019-10-18,210820.60720617577
2019-10-21,208951.3125074713
2019-10-22,210350.01520154488
2019-10-23,212061.96077615517
2019-10-24,214879.2563431829
2019-10-25,213483.41993837373
2019-10-28,214580.82517510065
2019-10-29,211902.4875132786
2019-10-30,211519.14475963035
2019-10-31,213134.25383262802
2019-11-01,213027.08201854627
2019-11-04,213165.33016892648
2019-11-05,213365.4517532595
2019-11-06,213625.44746103318
2019-11-07,211056.4099004642
2019-11-08,212415.38692174625
2019-11-11,207809.53154661524
2019-11-12,211831.88673586323
2019-11-13,212479.77644852645
2019-11-14,211645.45585707156
2019-11-15,214357.52803903827
2019-11-18,216147.13815155104
2019-11-19,217352.5426244032
2019-11-20,215809.16094790614
2019-11-21,215264.61931452496
2019-11-22,215479.5303304122
2019-11-25,214167.0116019106
2019-11-26,214848.24742287953
2019-11-27,215544.5279202664
2019-11-28,214937.6500687891
2019-11-29,211873.65670353992
2019-12-02,209890.4234915128
2019-12-03,212327.44209099282
2019-12-04,211653.93268727532
2019-12-05,212371.2936853936
2019-12-06,212727.77445372447
2019-12-09,210772.51351684748
2019-12-10,212802.3401341195
2019-12-11,213209.22604171056
2019-12-12,213212.79597349334
2019-12-13,213254.5914056485
2019-12-16,215424.1343183003
2019-12-17,215721.96856569225
2019-12-18,214783.35908909026
2019-12-19,214520.97522493618
2019-12-20,213393.66132736756
2019-12-23,212273.47921199762
2019-12-24,212311.94044942548
2019-12-25,213502.47412937143
2019-12-26,213241.0631750928
2019-12-27,215611.66712002753
2019-12-30,216911.6786350351
2019-12-31,216557.40040289878
2020-01-02,217853.6517289982
2020-01-03,216040.9108728887
2020-01-06,214471.05032783002
2020-01-07,209069.04509708588
2020-01-08,209675.95389015993
2020-01-09,213407.22440781788
2020-01-10,214019.72907709156
2020-01-13,215735.98975921312
2020-01-14,216840.1300882614
2020-01-15,216085.30625146092
2020-01-16,215484.21899891904
2020-01-17,216360.94541756774
2020-01-20,217585.76894199773
2020-01-30,207261.17185951778
