Ticker,Entry_Date,Exit_Date,Entry_Price,Exit_Price,Return_Pct,Reason,Days_Held,TP_Price,SL_Price
4743O,2020-06-05,2020-06-09,128.86,160.09,0.2339,🟢 停利,2,160.09,105.44
4743O,2020-06-09,2020-06-11,153.46,187.21,0.2115,🟢 停利,2,187.21,128.16
4743O,2020-06-11,2020-06-12,181.41,143.73,-0.2131,🔴 停損,1,219.37,152.93
2368,2020-06-01,2020-06-15,36.33,30.79,-0.1583,🔴 停損,10,43.71,30.79
4743O,2020-06-12,2020-06-18,143.87,190.39,0.3143,🟢 停利,4,187.52,111.14
2454,2020-06-03,2020-06-19,343.04,384.0,0.1117,🟢 停利,12,384.0,312.32
3529O,2020-06-10,2020-06-23,395.05,478.23,0.2023,🟢 停利,9,478.23,332.66
3661,2020-06-19,2020-06-23,369.09,445.69,0.1993,🟢 停利,2,439.41,316.34
2383,2020-06-01,2020-07-01,125.1,133.33,0.0585,⚪ 時間到期,20,146.17,109.3
4743O,2020-06-18,2020-07-02,190.58,236.66,0.2333,🟢 停利,8,236.66,156.02
4743O,2020-07-02,2020-07-06,229.36,285.79,0.2375,🟢 停利,2,285.44,187.31
2454,2020-06-23,2020-07-07,404.4,447.03,0.0979,🟢 停利,8,447.03,372.43
3231,2020-07-01,2020-07-07,26.69,29.21,0.0869,🟢 停利,4,29.18,24.82
2458,2020-06-15,2020-07-08,84.78,96.91,0.1353,🟢 停利,15,96.91,75.68
4743O,2020-07-06,2020-07-08,286.08,348.57,0.2101,🟢 停利,2,348.57,239.21
4743O,2020-07-08,2020-07-09,317.36,397.03,0.2425,🟢 停利,1,388.93,263.68
4142,2020-06-17,2020-07-17,66.46,66.59,-0.0049,⚪ 時間到期,20,85.73,52.0
6415,2020-06-23,2020-07-20,475.5,400.29,-0.1639,🔴 停損,17,575.78,400.29
3661,2020-06-29,2020-07-20,495.6,431.89,-0.1345,🔴 停損,15,580.56,431.89
2207,2020-06-19,2020-07-21,581.25,628.73,0.0743,⚪ 時間到期,20,665.15,518.33
3529O,2020-06-23,2020-07-23,469.71,530.13,0.1209,⚪ 時間到期,20,563.18,399.61
6547O,2020-07-07,2020-07-27,80.71,64.8,-0.2027,🔴 停損,14,101.93,64.8
3481,2020-06-30,2020-07-28,7.17,7.26,0.0066,⚪ 時間到期,20,8.26,6.35
2303,2020-07-27,2020-07-28,15.49,18.0,0.1543,🟢 停利,1,17.05,14.31
4743O,2020-07-17,2020-07-29,213.1,127.9,-0.4039,🔴 停損,8,311.84,139.05
2379,2020-07-07,2020-08-03,270.31,301.77,0.1087,🟢 停利,19,301.77,246.72
3661,2020-07-20,2020-08-04,460.41,620.63,0.3388,🟢 停利,11,620.63,340.24
2303,2020-08-03,2020-08-04,17.0,19.44,0.1359,🟢 停利,1,19.44,15.17
3443,2020-07-08,2020-08-05,288.36,294.66,0.0149,⚪ 時間到期,20,337.31,251.64
3231,2020-07-09,2020-08-06,26.57,27.4,0.0244,⚪ 時間到期,20,30.22,23.83
3034,2020-07-20,2020-08-06,172.43,205.52,0.1838,🟢 停利,13,201.22,150.83
6239,2020-07-21,2020-08-06,80.4,72.57,-0.1036,🔴 停損,12,90.85,72.57
3037,2020-08-06,2020-08-12,66.96,77.44,0.1485,🟢 停利,4,77.44,59.11
2368,2020-07-23,2020-08-13,41.43,48.51,0.1627,🟢 停利,15,48.51,36.13
2454,2020-07-28,2020-08-18,526.1,437.62,-0.1739,🔴 停損,15,602.35,468.91
